sku_id,category,sub_category,brand,unit_cost,unit_price,gross_margin_pct
1,Garments,Jeans,BrandB,217.02279356483373,491.4429422935151,0.5583967641248239
2,Garments,Jackets,BrandE,431.4467569306769,1066.8596326333911,0.5955918250785138
3,Garments,Jeans,BrandB,393.26154607904687,822.0097896992759,0.5215853253731714
4,Garments,T-Shirts,BrandC,310.954568502237,776.7060452876494,0.5996496095416942
5,Garments,Shirts,BrandC,852.8535134306154,1890.5796668808507,0.5488931102080004
6,Garments,Jackets,BrandE,287.1994206049557,667.730705891605,0.569887354182005
7,Garments,Shirts,BrandE,472.8772710242615,1148.4477109793206,0.5882465814477327
8,Garments,Shirts,BrandB,466.68153262660934,902.3200651405731,0.48279823240558806
9,Garments,T-Shirts,BrandD,247.51456820252335,527.3166350216521,0.530614906179927
10,Garments,Jeans,BrandB,934.2934732414013,1724.70205890196,0.4582870308415914
11,Garments,Jeans,BrandE,1208.1859017035138,2558.0946487458514,0.5277008603665829
12,Garments,Shirts,BrandE,881.7073501258541,1859.1098577725058,0.5257368216086635
13,Garments,Jackets,BrandA,720.9919791379237,1580.2328955009834,0.5437432158319001
14,Garments,Jeans,BrandE,401.81231970992627,774.4328503722239,0.48115279521420234
15,Garments,Jackets,BrandA,1320.3213073175725,3251.0018358579837,0.5938724817824897
16,Garments,Jeans,BrandD,685.3021111636788,1363.4231273587402,0.49736652003896664
17,Garments,Jackets,BrandB,1037.1994062107206,2163.7161188719806,0.5206397931945674
18,Garments,T-Shirts,BrandB,233.00226235844832,444.87280816683614,0.4762497098472518
19,Garments,Jackets,BrandA,1130.7638975016168,2556.9361988009264,0.5577660881675938
20,Garments,T-Shirts,BrandB,235.22479025452853,459.95397112126693,0.4885905872687607
21,Garments,T-Shirts,BrandE,500.3972355644928,1136.0643140609393,0.5595344124701983
22,Garments,Jackets,BrandC,225.6236990806734,422.56521270659425,0.466061823604647
23,Garments,T-Shirts,BrandA,1239.890910985146,2386.766772353521,0.4805144242214643
24,Garments,Shirts,BrandB,1048.569940207437,2062.2518055098117,0.4915412669752912
25,Garments,T-Shirts,BrandA,329.2738105871487,648.742022828319,0.4924426058425898
26,Garments,Jeans,BrandA,1138.947011412357,2732.319675060277,0.5831574827029598
27,Garments,Jackets,BrandC,1279.2858239370892,2658.392364346291,0.5187746394796501
28,Garments,Shirts,BrandE,1068.5106775418399,2076.6387554414487,0.48546145797288776
29,Garments,Jackets,BrandA,581.0920493393172,1410.5632211872414,0.5880425346336308
30,Garments,Jeans,BrandB,216.90250056395683,403.4074109284414,0.462323956655243
31,Garments,Jeans,BrandD,470.2521316898355,855.1876148427691,0.4501181687759897
32,Garments,Jeans,BrandA,435.8660656167365,962.4485399997559,0.5471279268428761
33,Garments,T-Shirts,BrandA,747.8519157702474,1813.4438228844197,0.5876067919320863
34,Garments,T-Shirts,BrandC,1262.676630259973,2574.941281732335,0.5096289615542277
35,Garments,Jackets,BrandE,537.2504634606803,1109.8437798114808,0.5159224449120774
36,Garments,Jackets,BrandD,967.3834252692501,1922.8143916192162,0.4968919363794602
37,Garments,Shirts,BrandB,1011.3935802038742,2110.361866047791,0.5207487414952322
38,Garments,Shirts,BrandD,917.6613351075744,1931.9419202951367,0.5250057336260988
39,Garments,Jackets,BrandB,582.805487404493,1435.9845316192254,0.59414222467472
40,Garments,T-Shirts,BrandE,1192.687532407689,2263.8154248377273,0.4731516009114647
41,Garments,Jeans,BrandB,1329.0083686672867,2845.675162737305,0.5329725662050302
42,Garments,Jackets,BrandC,1362.9178949623188,3216.348140129357,0.5762529938977613
43,Garments,Shirts,BrandC,752.7775558100035,1366.8396741565778,0.44925687332385017
44,Garments,T-Shirts,BrandC,549.2805672004299,1196.9614250116304,0.5411042029235881
45,Garments,Jackets,BrandC,1023.5216857739914,2027.1065813676455,0.4950824514202686
46,Garments,Jackets,BrandD,381.1628962946714,908.8643124141003,0.5806162800228815
47,Garments,T-Shirts,BrandE,1479.7228349146178,3208.014139636911,0.5387417977272084
48,Garments,Jackets,BrandB,423.18307160279454,842.3946244845183,0.497642720759584
49,Garments,T-Shirts,BrandB,223.90787951170677,546.337278033004,0.5901654737567065
50,Garments,Jeans,BrandC,353.07640775718346,778.0255902941136,0.5461892100185143
51,Garments,T-Shirts,BrandC,556.2717868933678,1217.0807278095824,0.5429458587397836
52,Garments,T-Shirts,BrandA,1046.8465048574235,2492.352323744847,0.5799765166088157
53,Garments,T-Shirts,BrandE,468.34765328878416,846.630685303527,0.446809971078622
54,Garments,Jackets,BrandD,377.95131908944944,918.4266373851193,0.5884795761526188
55,Garments,Jackets,BrandB,1336.0571008312697,2963.6273935952795,0.5491818223442548
56,Garments,T-Shirts,BrandA,980.6719185637494,2221.7374074945214,0.5586013381888977
57,Garments,Jackets,BrandA,427.9826622104845,1044.3155132606958,0.5901787756899425
58,Garments,Shirts,BrandB,744.4016823596951,1539.5693037514716,0.5164870587210267
59,Garments,Shirts,BrandD,874.5930168676888,1603.020704962172,0.45440940708976846
60,Garments,Jackets,BrandA,416.16837938290325,964.1054607440119,0.568337286398377
61,Garments,Jackets,BrandA,307.6382683026644,683.635752280333,0.5499968114942683
62,Garments,T-Shirts,BrandE,518.9538425857172,1075.535435020486,0.517492566318066
63,Garments,Jeans,BrandD,575.3018578019098,1178.7767662296535,0.5119501212752717
64,Garments,Jackets,BrandA,1134.7596767395191,2278.580637512126,0.5019883615009959
65,Garments,Shirts,BrandD,936.3260323859663,1997.4037273095178,0.5312284544260925
66,Garments,T-Shirts,BrandB,1062.7725149714424,2609.936355662146,0.5927975359760008
67,Garments,Jackets,BrandC,1152.3437263733254,2247.598345241342,0.4872999756326172
68,Garments,Shirts,BrandA,240.53807557967008,477.12767800014103,0.49586224679340657
69,Garments,Shirts,BrandE,973.6013099103312,1787.5301253986256,0.45533711791670384
70,Garments,Jeans,BrandB,845.2761213616072,1874.644924327309,0.5491006801381744
71,Garments,T-Shirts,BrandD,634.517058062049,1484.540564993139,0.5725835500729605
72,Garments,T-Shirts,BrandB,338.57772907390336,627.2478979884586,0.4602170367414556
73,Garments,Jeans,BrandA,1146.6453830646842,2461.6686705699685,0.5341999527502648
74,Garments,Jeans,BrandD,1094.9231153560568,2304.1333605991,0.5248004590014855
75,Garments,T-Shirts,BrandC,520.3226432108388,1234.9189958741645,0.5786584829051746
76,Garments,T-Shirts,BrandB,1239.240642659673,2833.2604274839446,0.5626096949512787
77,Garments,Jackets,BrandA,553.7886783989516,1225.6237637872875,0.5481576852853319
78,Garments,Jackets,BrandE,669.2660660220348,1247.5838605930833,0.463550237253089
79,Garments,Jeans,BrandD,1392.5076481009157,2639.8784595517936,0.4725106972018175
80,Garments,Jackets,BrandB,1435.3085599670433,3031.664540545568,0.5265608906357594
81,Garments,Shirts,BrandB,440.6728074902055,960.3717617863463,0.5411435185573044
82,Garments,Jackets,BrandC,1334.8295866393307,3086.8700656679694,0.5675783048061382
83,Garments,Jackets,BrandC,1248.5294922198846,2823.110409621359,0.5577468426439122
84,Garments,Shirts,BrandE,1099.9595338732083,2633.7837581158356,0.5823652832227575
85,Garments,Jeans,BrandE,524.5684115169418,1123.9389537450086,0.5332767764930121
86,Garments,Shirts,BrandA,487.5722743654829,1214.721769741735,0.5986140312039137
87,Garments,Jackets,BrandA,1427.2771415925972,2608.4899455091813,0.45283394936989474
88,Garments,Jeans,BrandE,1117.2477242703949,2734.658007599076,0.5914488315665858
89,Garments,Jackets,BrandE,434.7479486655336,955.385424353951,0.5449501974980222
90,Garments,Shirts,BrandD,1390.1347868644543,2535.27525635041,0.4516828958187416
91,Garments,Shirts,BrandC,1106.6463474208917,2222.305560400248,0.5020278187030323
92,Garments,Jackets,BrandA,1401.7150539894894,3475.88996956532,0.5967320409268358
93,Garments,T-Shirts,BrandC,1427.5464358474642,3043.457554897727,0.5309458370627955
94,Garments,T-Shirts,BrandC,1320.6554462861075,3157.930937298091,0.5817972360674698
95,Garments,Shirts,BrandE,614.8306152162323,1463.4449350432392,0.5798744452260061
96,Garments,Shirts,BrandD,248.10992513014043,550.1561976695308,0.5490191218764099
97,Garments,T-Shirts,BrandB,499.01148847401396,940.3356620459026,0.46932621125066437
98,Garments,T-Shirts,BrandD,300.0391621179719,686.3102224469873,0.5628228280671604
99,Garments,Jackets,BrandD,641.8374528984859,1480.93513622571,0.5665998886796193
100,Garments,Jackets,BrandC,284.9632430386251,575.8261474863933,0.5051227800568769
101,Garments,T-Shirts,BrandD,901.3386800879384,2121.3061857559255,0.5751020356513281
102,Garments,Jackets,BrandA,614.3782538116909,1375.0546925128594,0.5531972239671875
103,Garments,Jackets,BrandC,1351.7710727070432,3015.9421606436595,0.5517914466839279
104,Garments,Jeans,BrandA,502.8473171797239,913.7140782034586,0.449666663593035
105,Garments,Jackets,BrandB,1331.1285360712088,2415.8499887380367,0.44900199007532415
106,Garments,Shirts,BrandC,1337.1121744894592,2901.87571109417,0.53922486432567
107,Garments,Jackets,BrandB,1420.788008066765,3351.849564222571,0.5761182055328002
108,Garments,Jackets,BrandC,1497.3143436933387,3062.753900893014,0.5111215617889627
109,Garments,T-Shirts,BrandE,1197.344775610465,2492.095511795294,0.5195429830263996
110,Garments,Shirts,BrandD,823.8383063950815,1844.783078161185,0.5534226673326521
111,Garments,Jackets,BrandE,1335.7802484422405,3324.567929878488,0.598209368370144
112,Garments,Jackets,BrandB,1198.7554380238737,2508.3199298071513,0.5220883015046497
113,Garments,Jeans,BrandD,747.7641029601913,1732.0516830031959,0.5682784120716036
